Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
68;528456160;FV;92.0;9215;Pave;Inside;Somerst;1Fam;1Story;7;5;2009;2010;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1218.0;GasA;1218;2;0;2;1;4;0;Attchd;2009.0;2.0;676.0;0;NoFence;NoFeature;0;4;2010;204500;12.228323254464993;9.128587870103924;7.105786129481271;136;1;0;1;113.16;17.461201072269983;12.818079836659248
69;528458070;FV;72.0;8640;Pave;Inside;Somerst;1Fam;2Story;7;5;2009;2009;Gable;CompShg;VinylSd;VinylSd;TA;PConc;756.0;GasA;1547;2;1;3;1;7;0;Attchd;2009.0;2.0;614.0;0;NoFence;NoFeature;0;6;2010;215200;12.279323107269766;9.064157861798101;6.6293632534374485;45;1;1;0;143.72;17.251968920918713;12.874087763786997
70;528458110;FV;75.0;9000;Pave;Inside;Somerst;1Fam;1Story;8;5;2008;2008;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1566.0;GasA;1566;2;0;3;1;7;0;Attchd;2008.0;2.0;750.0;0;NoFence;NoFeature;0;4;2010;262500;12.478006361013815;9.104979856318357;7.356918242356021;168;2;2;0;145.49;17.384332924685225;13.092489623405688
71;528477080;FV;100.0;12552;Pave;Corner;Somerst;1Fam;2Story;7;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;991.0;GasA;1947;2;1;3;1;8;1;Attchd;2004.0;2.0;678.0;0;GdWo;NoFeature;0;5;2010;254900;12.448626590364206;9.437635294412868;6.899723107284872;136;6;5;1;180.88;18.489440903339542;13.06017311306984
72;528480090;FV;84.0;10440;Pave;Corner;Somerst;1Fam;1Story;6;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1468.0;GasA;1468;2;0;2;1;6;1;Attchd;2005.0;2.0;528.0;0;NoFence;NoFeature;0;5;2010;271500;12.511717418356127;9.25339986143663;7.292337176173877;318;5;5;0;136.38;17.871519546003082;13.129579309398792
73;531367050;RL;76.0;10142;Pave;Inside;SawyerW;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;956.0;GasA;2084;2;1;4;1;8;0;BuiltIn;2004.0;2.0;618.0;0;NoFence;NoFeature;0;1;2010;233000;12.358793732547838;9.224440496354964;6.863803391452954;45;6;6;0;193.61;17.77572418422146;12.961405763973296
74;531369060;RL;70.0;11920;Pave;Inside;SawyerW;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;831.0;GasA;1659;2;1;3;1;8;0;Attchd;2004.0;2.0;484.0;0;NoFence;NoFeature;0;4;2010;181000;12.106252310247962;9.385972940619341;6.723832440821209;68;6;6;0;154.13;18.314676731502477;12.684110436998115
75;531380080;RL;69.22;8880;Pave;Inside;SawyerW;1Fam;2Story;7;5;1994;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;948.0;GasA;2110;2;1;3;1;8;2;Attchd;1994.0;2.0;463.0;0;NoFence;NoFeature;0;5;2010;205000;12.230765258120545;9.091556835986216;6.855408798609928;130;16;8;1;196.03;17.34073198295305;12.82076114205466
76;531451110;RL;50.0;8012;Pave;Inside;SawyerW;TwnhsE;1Story;6;5;1980;1980;Gable;CompShg;Plywood;Plywood;TA;CBlock;923.0;GasA;923;2;0;2;1;5;1;Attchd;1980.0;1.0;264.0;0;NoFence;NoFeature;0;5;2010;143000;11.870599909242044;8.988695696785708;6.828712071641684;0;30;30;0;85.75;17.009119814346853;12.425841943326782
77;531451280;RL;70.0;11218;Pave;Inside;SawyerW;1Fam;2Story;6;5;1992;1992;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;PConc;1055.0;GasA;1845;2;1;3;1;8;1;Attchd;1992.0;2.0;462.0;0;GdPrv;Shed;400;5;2010;189000;12.14950229404178;9.325274910068282;6.962243464266207;104;18;18;0;171.41;18.1108346706323;12.73156176885984
78;531452020;RL;55.0;7892;Pave;Inside;SawyerW;TwnhsE;1Story;6;5;1979;1979;Gable;CompShg;Plywood;Plywood;TA;CBlock;918.0;GasA;918;2;0;2;1;5;1;Attchd;1979.0;1.0;264.0;0;NoFence;NoFeature;0;4;2010;99500;11.507912923146684;8.973604867142505;6.823286122355687;0;31;31;0;85.28;16.96083922519979;12.029254991071872
79;531452050;RL;50.0;7175;Pave;Inside;SawyerW;TwnhsE;1Story;6;5;1984;1984;Gable;CompShg;Plywood;Plywood;TA;CBlock;744.0;GasA;752;1;0;2;1;4;0;Attchd;1984.0;1.0;264.0;0;MnPrv;NoFeature;0;2;2010;125000;11.736069016284437;8.878358040627822;6.61338421837956;90;26;26;0;69.86;16.65828014139385;12.278608295047272
80;531452180;RL;0.0;9453;Pave;CulDSac;SawyerW;1Fam;2Story;7;7;1993;2003;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;996.0;GasA;1744;2;1;3;1;7;0;Attchd;1993.0;2.0;457.0;0;NoFence;NoFeature;0;2;2010;194500;12.178187442040638;9.154087430425385;6.904750769961838;308;17;7;1;162.02;17.544492533215294;12.763042075754528
81;531453010;RL;81.0;9672;Pave;Corner;SawyerW;1Fam;1Story;6;5;1984;1985;Hip;CompShg;HdBoard;Plywood;TA;PConc;1040.0;GasA;1097;2;0;3;1;6;0;Attchd;1986.0;2.0;480.0;0;GdPrv;NoFeature;0;5;2010;152000;11.931635799828413;9.176990392294629;6.947937068614969;0;26;25;1;101.91;17.61953729256427;12.492690947676659
82;531453040;RL;70.0;8400;Pave;Inside;SawyerW;1Fam;2Story;6;6;1980;1981;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;650.0;GasA;1564;2;1;3;1;7;1;Attchd;1980.0;2.0;476.0;0;MnPrv;NoFeature;0;4;2010;171000;12.049418835484797;9.035986984831405;6.478509642208569;254;30;29;1;145.3;17.16103291958329;12.621779947358402
83;531477050;RH;70.0;9800;Pave;Corner;SawyerW;1Fam;1Story;5;5;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;816.0;GasA;1012;1;0;2;1;5;0;Detchd;1920.0;1.0;429.0;0;NoFence;NoFeature;0;4;2010;67500;11.119882876860622;9.190137664658664;6.705639094860003;80;90;60;1;94.02;17.662716823857362;11.606171869919006
84;532351140;RM;68.0;8930;Pave;Inside;Sawyer;Duplex;1.5Fin;6;5;1978;1978;Gable;CompShg;VinylSd;VinylSd;TA;Slab;0.0;GasA;1902;2;0;4;2;8;0;Attchd;1978.0;2.0;539.0;0;NoFence;NoFeature;0;4;2010;112000;11.626254150277232;9.097171673870545;0.0;0;32;32;0;176.7;17.35896099993671;12.158536615523115
85;532354090;RL;88.0;11782;Pave;Inside;Sawyer;1Fam;SFoyer;5;7;1961;1995;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1109.0;GasA;1155;1;0;3;1;6;0;Detchd;1987.0;2.0;576.0;0;MnPrv;Shed;400;6;2010;148000;11.904967552746252;9.374328222081633;7.01211529430638;0;49;15;1;107.3;18.27544600153756;12.463478955760811
86;532376160;RL;65.0;8450;Pave;Inside;Sawyer;1Fam;1Story;5;8;1965;2009;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;894.0;GasA;894;1;0;3;1;5;1;Detchd;1973.0;1.0;336.0;0;MnPrv;NoFeature;0;4;2010;138500;11.83862560460953;9.041921720351219;6.796823718274855;144;45;1;1;83.06;17.180162762140984;12.39083482407123
87;532377060;RL;69.22;9819;Pave;Inside;Sawyer;1Fam;1Story;5;5;1967;1967;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;882.0;GasA;900;1;0;3;1;5;0;Detchd;1970.0;1.0;280.0;0;MnPrv;NoFeature;0;2;2010;122000;11.711776323715394;9.19207456316929;6.78332520060396;0;43;43;0;83.61;17.669084386271255;12.2520379587764
88;532377100;RL;75.0;7500;Pave;Corner;Sawyer;1Fam;1Story;5;5;1963;1963;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1040.0;GasA;1040;1;1;3;1;5;0;Attchd;1963.0;1.0;308.0;0;MnPrv;NoFeature;0;6;2010;133000;11.79810440720389;8.922658299524402;6.947937068614969;220;47;47;0;96.62;16.798539318489834;12.346482416409144
89;532378110;RL;0.0;6897;Pave;Corner;Sawyer;1Fam;1Story;5;8;1962;2010;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1040.0;GasA;1040;1;1;3;1;6;0;Detchd;1962.0;1.0;260.0;0;NoFence;NoFeature;0;4;2010;127000;11.751942365440728;8.83884181343129;6.947937068614969;104;48;0;1;96.62;16.53384482861175;12.295972569352006
90;532479070;RL;39.0;15410;Pave;CulDSac;Sawyer;1Fam;1Story;6;6;1974;2002;Hip;CompShg;Plywood;Plywood;TA;CBlock;1208.0;GasA;1494;2;0;3;1;7;2;Attchd;1974.0;2.0;461.0;0;GdPrv;NoFeature;0;4;2010;169000;12.037653993905211;9.642771928314161;7.097548850614793;186;36;8;1;138.8;19.19503348325014;12.60888057610785
91;533130020;RL;107.0;10186;Pave;Inside;NoRidge;1Fam;2Story;7;5;1992;1992;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;750.0;GasA;1923;2;1;3;1;8;1;Attchd;1992.0;2.0;564.0;0;NoFence;NoFeature;0;6;2010;190000;12.154779351142624;9.22876950744455;6.621405651764134;39;18;18;0;178.65;17.790021395845336;12.73735251864711
92;533130130;RL;85.0;13143;Pave;Inside;NoRidge;1Fam;2Story;8;5;1993;1993;Gable;CompShg;HdBoard;ImStucc;Gd;PConc;1231.0;GasA;2349;2;1;4;1;9;1;Attchd;1993.0;3.0;762.0;0;NoFence;NoFeature;0;6;2010;362500;12.800779753276867;9.483644576482009;7.116394144093465;130;17;17;0;218.23;18.64606905005396;13.448005038362101
93;533130160;RL;88.0;11134;Pave;Inside;NoRidge;1Fam;2Story;8;5;1992;1993;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1390.0;GasA;2225;2;1;4;1;7;1;Attchd;1992.0;3.0;713.0;0;NoFence;NoFeature;0;6;2010;285000;12.560244459250788;9.317758768743452;7.237778191923443;30;18;17;1;206.71;18.08570452475053;13.182986668221961
94;533205060;FV;25.0;4835;Pave;CulDSac;Somerst;TwnhsE;1Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;1488.0;GasA;1488;2;0;2;1;6;1;Attchd;2004.0;2.0;506.0;0;NoFence;NoFeature;0;3;2010;260000;12.468436909997665;8.483636407887394;7.305860032684009;50;6;5;1;138.24;15.443442272147731;13.081962833315906
95;533208090;FV;39.0;3515;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;840.0;GasA;1680;2;1;2;1;3;0;Attchd;2004.0;2.0;588.0;0;NoFence;NoFeature;0;1;2010;190000;12.154779351142624;8.164794804244766;6.734591659972948;111;6;6;0;156.08;14.506479875671621;12.73735251864711
96;533210060;FV;30.0;3215;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2004;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;0;NoFence;NoFeature;0;4;2010;155000;11.951180395901384;8.07558263667172;6.398594934535208;172;6;6;0;111.48;14.251169016305612;12.514103582468735
97;533212010;FV;30.0;3182;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;0;NoFence;NoFeature;0;6;2010;151000;11.925035115797062;8.065265208897733;6.398594934535208;172;6;5;1;111.48;14.221832016152801;12.485460104289604
98;533212020;FV;24.0;2544;Pave;Inside;Somerst;Twnhs;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;0;NoFence;NoFeature;0;2;2010;149500;11.915051671812877;7.841492924460013;6.398594934535208;172;6;5;1;111.48;13.595097451310275;12.474524246132152
99;533212060;FV;24.0;2544;Pave;Inside;Somerst;Twnhs;2Story;6;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;600.0;GasA;1236;2;1;2;1;4;0;Detchd;2005.0;2.0;480.0;0;NoFence;NoFeature;0;5;2010;152000;11.931635799828413;7.841492924460013;6.398594934535208;166;5;5;0;114.83;13.595097451310275;12.492690947676659
100;533213030;FV;69.22;4403;Pave;Inside;Somerst;1Fam;1Story;7;5;2009;2009;Gable;CompShg;MetalSd;MetalSd;Ex;PConc;1470.0;GasA;1478;2;1;2;1;7;1;Attchd;2009.0;2.0;484.0;0;NoFence;NoFeature;0;6;2010;222000;12.310432660854417;8.390041405755754;7.293697720601438;144;1;1;0;137.31;15.164377462127481;12.90826293105333
101;533221090;FV;69.22;2117;Pave;Inside;Somerst;Twnhs;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;756.0;GasA;1573;2;1;3;1;5;0;Detchd;2000.0;2.0;440.0;0;NoFence;NoFeature;0;6;2010;177500;12.086725887897607;7.6577552711348655;6.6293632534374485;32;10;10;0;146.14;13.093896015243878;12.662692337518994
102;533221110;FV;0.0;2980;Pave;Corner;Somerst;TwnhsE;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;756.0;GasA;1512;2;1;2;1;5;0;Detchd;2000.0;2.0;440.0;0;NoFence;NoFeature;0;5;2010;177000;12.083905011555967;7.9996785794994505;6.6293632534374485;32;10;10;0;140.47;14.036253969075373;12.659598445115547
103;533223020;FV;24.0;2572;Pave;FR2;Somerst;Twnhs;2Story;7;5;1999;1999;Hip;CompShg;MetalSd;MetalSd;Gd;PConc;696.0;GasA;1416;2;1;3;1;6;0;Detchd;1999.0;2.0;484.0;0;NoFence;NoFeature;0;5;2010;155000;11.951180395901384;7.85243908535751;6.546785410760524;44;11;11;0;131.55;13.625334530140474;12.514103582468735
104;533223100;FV;0.0;2403;Pave;FR2;Somerst;TwnhsE;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;530.0;GasA;1080;2;1;2;1;4;0;Attchd;2003.0;2.0;496.0;0;NoFence;NoFeature;0;6;2010;147110;11.898935885244258;7.784473235736469;6.274762021241939;50;7;7;0;100.34;13.438280592438785;12.45687278470729
105;533238045;FV;57.0;12853;Pave;Inside;Somerst;1Fam;1Story;8;5;2010;2010;Gable;CompShg;CemntBd;CmentBd;Gd;PConc;1642.0;GasA;1418;1;1;1;1;6;1;Attchd;2010.0;3.0;852.0;0;NoFence;NoFeature;0;4;2010;267916;12.498428777526835;9.461332526110132;7.404279118037268;416;0;0;0;131.74;18.56999620551041;13.114957697779383
106;533244030;FV;68.0;7379;Pave;Inside;Somerst;1Fam;2Story;8;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;975.0;GasA;1848;2;1;3;1;7;1;Attchd;2000.0;2.0;592.0;0;NoFence;NoFeature;0;4;2010;254000;12.445089546000673;8.906393407058367;6.883462586413092;184;10;10;0;171.68;16.74694950061966;13.056283002696475
107;533253060;RL;30.0;4420;Pave;CulDSac;Greens;TwnhsE;1Story;8;5;1980;1980;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;CBlock;728.0;GasA;788;1;0;1;1;3;1;Detchd;1980.0;2.0;484.0;0;NoFence;NoFeature;0;6;2010;155000;11.951180395901384;8.393894975071744;6.591673732008658;42;30;30;0;73.21;15.175800710306332;12.514103582468735
108;533253210;RL;40.0;3880;Pave;Inside;Greens;Twnhs;1Story;8;6;1978;1978;Gable;CompShg;Wd Sdng;Plywood;Gd;CBlock;1226.0;GasA;1226;1;0;1;1;4;1;Attchd;1978.0;2.0;484.0;0;NoFence;NoFeature;0;1;2010;206000;12.235631447771718;8.263590432617319;7.112327444710911;78;32;32;0;113.9;14.792680004949862;12.826104338408987
109;533352170;RL;0.0;13517;Pave;CulDSac;Sawyer;1Fam;2Story;6;8;1976;2005;Gable;CompShg;HdBoard;Plywood;Gd;CBlock;725.0;GasA;1479;2;1;3;1;6;0;Attchd;1976.0;2.0;475.0;0;NoFence;NoFeature;0;3;2010;130500;11.779128505744886;9.511703431483827;6.587550014824796;44;34;5;1;137.4;18.74204811685353;12.325717098465658
110;534102025;FV;80.0;8000;Pave;Inside;Somerst;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1492.0;GasA;1492;2;0;3;1;6;1;Attchd;2002.0;2.0;596.0;0;NoFence;NoFeature;0;4;2010;230000;12.345834587905333;8.987196820661973;7.30854279753919;137;8;8;0;138.61;17.004320189502334;12.947163340827338
111;534129040;RL;69.22;10456;Pave;Inside;NWAmes;1Fam;1Story;6;6;1967;1967;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1829.0;GasA;1829;2;0;4;1;8;0;Attchd;1967.0;2.0;535.0;0;NoFence;NoFeature;0;5;2010;218500;12.294541293517781;9.254931255304058;7.512071245835466;76;43;43;0;169.92;17.87659528669876;12.89080457298587
112;534151175;RL;80.0;10791;Pave;Inside;NWAmes;1Fam;2Story;6;5;1993;1993;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1280.0;GasA;2495;2;1;4;1;9;1;Attchd;1993.0;2.0;660.0;0;NoFence;NoFeature;0;3;2010;243500;12.402872221504781;9.286467732363734;7.155396301896734;32;17;17;0;231.79;17.98134571207135;13.009859684758581
113;534152050;RL;69.22;10603;Pave;Inside;NWAmes;1Fam;1Story;6;7;1977;2001;Gable;CompShg;Plywood;Plywood;TA;PConc;1610.0;GasA;1610;2;0;3;1;6;2;Attchd;1977.0;2.0;480.0;0;NoFence;NoFeature;0;2;2010;205000;12.230765258120545;9.268892258925797;7.384610383176974;68;33;9;1;149.57;17.922914890189197;12.82076114205466
114;534152070;RL;69.22;18837;Pave;Inside;NWAmes;1Fam;1.5Fin;6;5;1978;1978;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1224.0;GasA;1891;3;0;3;1;7;1;Attchd;1978.0;2.0;678.0;0;NoFence;NoFeature;0;4;2010;212500;12.266697267346608;9.84357829978222;7.110696122978827;69;32;32;0;175.68;19.904124424288106;12.860220060187459
115;534152100;RL;80.0;10421;Pave;Inside;NWAmes;1Fam;2Story;7;5;1988;1988;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;980.0;GasA;1714;2;1;3;1;7;1;Attchd;1988.0;2.0;496.0;0;MnPrv;Shed;500;3;2010;196500;12.188417710291453;9.251578279992428;6.8885724595653635;222;22;22;0;159.24;17.865483301270757;12.774270879197692
116;534176060;RL;78.0;9360;Pave;Inside;NWAmes;1Fam;1Story;6;7;1972;2006;Hip;CompShg;Plywood;Plywood;TA;CBlock;1161.0;GasA;1381;1;1;3;1;5;1;Attchd;1972.0;2.0;676.0;0;NoFence;NoFeature;0;3;2010;197500;12.193493863323313;9.144200569471638;7.057897937411856;0;38;4;1;128.3;17.512165560232095;12.779842821000742
117;534176230;RL;80.0;9600;Pave;Inside;NWAmes;1Fam;2Story;6;6;1971;1971;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;715.0;GasA;1645;1;2;4;1;7;0;Attchd;1971.0;2.0;441.0;0;GdWo;NoFeature;0;6;2010;171000;12.049418835484797;9.169518377455928;6.573680166960646;78;39;39;0;152.83;17.595029726268677;12.621779947358402
118;534202160;RL;80.0;9600;Pave;Inside;NAmes;1Fam;1Story;5;5;1966;1966;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;1232.0;GasA;1232;1;1;3;1;6;0;Attchd;1966.0;2.0;490.0;0;NoFence;NoFeature;0;4;2010;142250;11.865341351988578;9.169518377455928;7.117205503164344;224;44;44;0;114.46;17.595029726268677;12.420084015495647
119;534251320;RL;69.22;9790;Pave;Inside;NWAmes;1Fam;1Story;6;5;1963;1963;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1328.0;GasA;1328;1;1;3;1;6;2;Attchd;1963.0;2.0;528.0;0;NoFence;NoFeature;0;6;2010;143000;11.870599909242044;9.189116735524555;7.192182058713246;26;47;47;0;123.38;17.6593611574953;12.425841943326782
120;534276360;RL;77.0;9320;Pave;Inside;NAmes;1Fam;1Story;4;5;1959;1959;Gable;CompShg;Plywood;Plywood;TA;CBlock;950.0;GasA;1225;1;1;3;1;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;Shed;400;1;2010;128950;11.76718001130949;9.139917907679637;6.85751406254539;0;51;51;0;113.81;17.49817542367475;12.312643413300004
121;534401110;RL;90.0;9900;Pave;Corner;NAmes;1Fam;1Story;5;5;1966;1966;Hip;CompShg;HdBoard;HdBoard;TA;PConc;1209.0;GasA;1209;1;0;3;1;6;0;Attchd;1966.0;2.0;504.0;0;NoFence;NoFeature;0;4;2010;159000;11.976659481202368;9.20029003612268;7.098375638590786;120;44;44;0;112.32;17.6961105495785;12.542022718774188
122;534401140;RL;88.0;9680;Pave;Inside;NAmes;1Fam;1Story;5;6;1967;1967;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;1510.0;GasA;1510;2;0;3;1;6;0;Attchd;1967.0;2.0;517.0;0;GdPrv;NoFeature;0;4;2010;178900;12.09458226949681;9.177817180270623;7.32052696227274;244;43;43;0;140.28;17.622250543361933;12.671309443827568
123;534403360;RL;69.22;10600;Pave;Inside;NAmes;1Fam;SLvl;6;5;1964;1964;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;533.0;GasA;1775;2;0;3;1;8;0;Attchd;1964.0;2.0;480.0;0;NoFence;NoFeature;0;5;2010;136300;11.822613617684624;9.268609280100158;6.280395838960195;172;46;46;0;164.9;17.921975195723032;12.373307289250073
124;534403410;RL;0.0;14112;Pave;Corner;NAmes;1Fam;SLvl;5;7;1964;1964;Hip;CompShg;Wd Sdng;HdBoard;TA;PConc;1152.0;GasA;1152;1;0;3;1;6;1;Attchd;1964.0;2.0;484.0;0;NoFence;NoFeature;0;4;2010;180500;12.103486056755072;9.554780778246572;7.050122520269059;0;46;46;0;107.02;18.890080263877355;12.681076000537859
125;534425310;RL;80.0;8800;Pave;Inside;NAmes;1Fam;SFoyer;6;7;1963;1963;Gable;CompShg;MetalSd;MetalSd;TA;PConc;936.0;GasA;1054;1;0;3;1;6;0;Attchd;1963.0;2.0;480.0;0;MnPrv;NoFeature;0;5;2010;137500;11.831379196088763;9.082507000466299;6.842683282238422;0;47;47;0;97.92;17.311378854723422;12.382902271194876
126;534427010;RL;98.0;13260;Pave;Inside;NAmes;Duplex;1Story;5;6;1962;2001;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1728.0;GasA;1728;2;0;6;2;10;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;1;2010;84900;11.349229372299439;9.492507263739853;7.455298485683291;0;48;9;1;160.54;18.676347388185235;11.85608492731957
127;534430080;RL;68.0;9717;Pave;Inside;NAmes;1Fam;1Story;5;6;1950;1996;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1078.0;GasA;1078;1;0;2;1;5;0;Attchd;1950.0;1.0;240.0;0;NoFence;NoFeature;0;4;2010;142125;11.864462231052837;9.181632207839439;6.983789965258135;112;60;14;1;100.15;17.634773993459948;12.419121432811156
128;534431050;RL;68.0;9724;Pave;Inside;NAmes;1Fam;1.5Fin;5;7;1952;2002;Gable;CompShg;MetalSd;MetalSd;Gd;CBlock;1140.0;GasA;2461;2;0;3;1;7;2;Detchd;1994.0;2.0;400.0;0;GdWo;NoFeature;0;3;2010;197600;12.194000064295905;9.182352335436015;7.039660349862076;0;58;8;1;228.63;17.63713862390641;12.780398474567946
129;534431070;RL;120.0;17360;Pave;Corner;NAmes;1Fam;1.5Fin;6;6;1949;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;782.0;GasA;1556;2;0;3;1;6;1;Attchd;1949.0;2.0;470.0;0;NoFence;NoFeature;0;1;2010;172500;12.058152515453552;9.761923988214342;6.663132695990803;150;61;60;1;144.56;19.613559192963212;12.631356600506441
130;534450180;RL;50.0;7207;Pave;Inside;BrkSide;1Fam;1Story;5;7;1958;2008;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;858.0;GasA;858;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;2;2010;116500;11.665646551987892;8.88280805492444;6.755768921984255;0;52;2;1;79.71;16.672333021468738;12.20159671246313
131;534451150;RL;55.0;5350;Pave;Inside;BrkSide;1Fam;1Story;3;2;1940;1966;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;728.0;GasA;1306;1;0;3;1;6;0;NoGarage;0.0;0.0;0.0;0;GdWo;Shed;450;5;2010;76500;11.245046019814627;8.584851839890053;6.591673732008658;0;70;44;1;121.33;15.7490590766837;11.742504660749852
132;534475100;RL;80.0;9920;Pave;Inside;NAmes;1Fam;1Story;5;5;1954;1954;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1056.0;GasA;1063;1;0;3;1;6;0;Attchd;1954.0;1.0;280.0;0;MnPrv;NoFeature;0;2;2010;128000;11.759785542901755;9.20230820027892;6.963189985870238;164;56;56;0;98.76;17.702754035860888;12.304553205315383
133;534476260;RL;80.0;9600;Pave;Inside;NAmes;1Fam;SLvl;6;6;1955;1972;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;1156.0;GasA;1520;1;0;3;1;7;2;Basment;1955.0;1.0;364.0;0;NoFence;NoFeature;0;3;2010;153000;11.938193200374572;9.169518377455928;7.053585727193677;189;55;38;1;141.21;17.595029726268677;12.499874736630117
134;534479320;RL;78.0;7800;Pave;Inside;NAmes;1Fam;1Story;5;6;1954;1954;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1268.0;GasA;1268;1;0;2;1;7;1;Attchd;1954.0;1.0;244.0;0;NoFence;NoFeature;0;3;2010;132000;11.790557201568507;8.961879012677683;7.1459844677143876;98;56;56;0;117.8;16.923389391623182;12.338223152903232
135;535101020;RL;75.0;11380;Pave;Inside;NAmes;1Fam;SFoyer;6;8;1966;2008;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1080.0;GasA;1128;1;0;2;1;5;1;Attchd;1966.0;1.0;315.0;0;NoFence;Shed;1500;1;2010;178000;12.089538829274222;9.339612707680322;6.985641817639208;0;44;2;1;104.79;18.158840839297664;12.665777593412745
136;535106190;RL;80.0;11600;Pave;Corner;NAmes;Duplex;2Story;5;5;1960;1960;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1105.0;GasA;2274;2;0;5;2;12;0;Detchd;1960.0;2.0;480.0;0;NoFence;NoFeature;0;1;2010;154300;11.946654038351252;9.358760377094455;7.00850518208228;0;50;50;0;211.26;18.223090687560592;12.509144318831007
137;535125010;RL;69.22;19900;Pave;Inside;NAmes;1Fam;1Story;7;5;1970;1989;Gable;CompShg;Plywood;Plywood;TA;CBlock;1947.0;GasA;2207;2;0;3;1;7;1;Attchd;1970.0;2.0;576.0;0;NoFence;NoFeature;0;7;2010;180000;12.100712129872347;9.898475010712584;7.5745584842024805;0;40;21;1;205.04;20.1012074619588;12.67803321119934
