Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
91;533130020;RL;107.0;10186;Pave;Inside;NoRidge;1Fam;2Story;7;5;1992;1992;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;750.0;GasA;1061;862;1923;2;1;3;1;8;1;Attchd;1992.0;2.0;564.0;39;0;0;0;0;;;0;6;2010;190000
92;533130130;RL;85.0;13143;Pave;Inside;NoRidge;1Fam;2Story;8;5;1993;1993;Gable;CompShg;HdBoard;ImStucc;Gd;PConc;1231.0;GasA;1251;1098;2349;2;1;4;1;9;1;Attchd;1993.0;3.0;762.0;130;0;0;0;0;;;0;6;2010;362500
93;533130160;RL;88.0;11134;Pave;Inside;NoRidge;1Fam;2Story;8;5;1992;1993;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1390.0;GasA;1402;823;2225;2;1;4;1;7;1;Attchd;1992.0;3.0;713.0;30;0;0;0;0;;;0;6;2010;285000
94;533205060;FV;25.0;4835;Pave;CulDSac;Somerst;TwnhsE;1Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;1488.0;GasA;1488;0;1488;2;0;2;1;6;1;Attchd;2004.0;2.0;506.0;50;0;0;0;0;;;0;3;2010;260000
95;533208090;FV;39.0;3515;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;840.0;GasA;840;840;1680;2;1;2;1;3;0;Attchd;2004.0;2.0;588.0;111;0;0;0;0;;;0;1;2010;190000
96;533210060;FV;30.0;3215;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2004;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;600;600;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;172;0;0;0;0;;;0;4;2010;155000
97;533212010;FV;30.0;3182;Pave;Inside;Somerst;TwnhsE;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;600;600;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;172;0;0;0;0;;;0;6;2010;151000
98;533212020;FV;24.0;2544;Pave;Inside;Somerst;Twnhs;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;600.0;GasA;600;600;1200;2;1;2;1;4;0;Detchd;2004.0;2.0;480.0;172;0;0;0;0;;;0;2;2010;149500
99;533212060;FV;24.0;2544;Pave;Inside;Somerst;Twnhs;2Story;6;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;600.0;GasA;600;636;1236;2;1;2;1;4;0;Detchd;2005.0;2.0;480.0;166;0;0;0;0;;;0;5;2010;152000
100;533213030;FV;;4403;Pave;Inside;Somerst;1Fam;1Story;7;5;2009;2009;Gable;CompShg;MetalSd;MetalSd;Ex;PConc;1470.0;GasA;1478;0;1478;2;1;2;1;7;1;Attchd;2009.0;2.0;484.0;144;0;0;0;0;;;0;6;2010;222000
101;533221090;FV;;2117;Pave;Inside;Somerst;Twnhs;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;756.0;GasA;769;804;1573;2;1;3;1;5;0;Detchd;2000.0;2.0;440.0;32;0;0;0;0;;;0;6;2010;177500
102;533221110;FV;;2980;Pave;Corner;Somerst;TwnhsE;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;756.0;GasA;756;756;1512;2;1;2;1;5;0;Detchd;2000.0;2.0;440.0;32;0;0;0;0;;;0;5;2010;177000
103;533223020;FV;24.0;2572;Pave;FR2;Somerst;Twnhs;2Story;7;5;1999;1999;Hip;CompShg;MetalSd;MetalSd;Gd;PConc;696.0;GasA;696;720;1416;2;1;3;1;6;0;Detchd;1999.0;2.0;484.0;44;0;0;0;0;;;0;5;2010;155000
104;533223100;FV;;2403;Pave;FR2;Somerst;TwnhsE;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;530.0;GasA;530;550;1080;2;1;2;1;4;0;Attchd;2003.0;2.0;496.0;50;0;0;0;0;;;0;6;2010;147110
105;533238045;FV;57.0;12853;Pave;Inside;Somerst;1Fam;1Story;8;5;2010;2010;Gable;CompShg;CemntBd;CmentBd;Gd;PConc;1642.0;GasA;1418;0;1418;1;1;1;1;6;1;Attchd;2010.0;3.0;852.0;192;0;224;0;0;;;0;4;2010;267916
106;533244030;FV;68.0;7379;Pave;Inside;Somerst;1Fam;2Story;8;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;975.0;GasA;975;873;1848;2;1;3;1;7;1;Attchd;2000.0;2.0;592.0;184;0;0;0;0;;;0;4;2010;254000
107;533253060;RL;30.0;4420;Pave;CulDSac;Greens;TwnhsE;1Story;8;5;1980;1980;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;CBlock;728.0;GasA;788;0;788;1;0;1;1;3;1;Detchd;1980.0;2.0;484.0;42;0;0;0;0;;;0;6;2010;155000
108;533253210;RL;40.0;3880;Pave;Inside;Greens;Twnhs;1Story;8;6;1978;1978;Gable;CompShg;Wd Sdng;Plywood;Gd;CBlock;1226.0;GasA;1226;0;1226;1;0;1;1;4;1;Attchd;1978.0;2.0;484.0;78;0;0;0;0;;;0;1;2010;206000
109;533352170;RL;;13517;Pave;CulDSac;Sawyer;1Fam;2Story;6;8;1976;2005;Gable;CompShg;HdBoard;Plywood;Gd;CBlock;725.0;GasA;725;754;1479;2;1;3;1;6;0;Attchd;1976.0;2.0;475.0;44;0;0;0;0;;;0;3;2010;130500
110;534102025;FV;80.0;8000;Pave;Inside;Somerst;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1492.0;GasA;1492;0;1492;2;0;3;1;6;1;Attchd;2002.0;2.0;596.0;137;0;0;0;0;;;0;4;2010;230000
111;534129040;RL;;10456;Pave;Inside;NWAmes;1Fam;1Story;6;6;1967;1967;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1829.0;GasA;1829;0;1829;2;0;4;1;8;0;Attchd;1967.0;2.0;535.0;76;0;0;0;0;;;0;5;2010;218500
112;534151175;RL;80.0;10791;Pave;Inside;NWAmes;1Fam;2Story;6;5;1993;1993;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1280.0;GasA;1280;1215;2495;2;1;4;1;9;1;Attchd;1993.0;2.0;660.0;32;0;0;0;0;;;0;3;2010;243500
113;534152050;RL;;10603;Pave;Inside;NWAmes;1Fam;1Story;6;7;1977;2001;Gable;CompShg;Plywood;Plywood;TA;PConc;1610.0;GasA;1610;0;1610;2;0;3;1;6;2;Attchd;1977.0;2.0;480.0;68;0;0;0;0;;;0;2;2010;205000
114;534152070;RL;;18837;Pave;Inside;NWAmes;1Fam;1.5Fin;6;5;1978;1978;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1224.0;GasA;1287;604;1891;3;0;3;1;7;1;Attchd;1978.0;2.0;678.0;69;0;0;0;0;;;0;4;2010;212500
115;534152100;RL;80.0;10421;Pave;Inside;NWAmes;1Fam;2Story;7;5;1988;1988;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;980.0;GasA;980;734;1714;2;1;3;1;7;1;Attchd;1988.0;2.0;496.0;66;156;0;0;0;MnPrv;Shed;500;3;2010;196500
116;534176060;RL;78.0;9360;Pave;Inside;NWAmes;1Fam;1Story;6;7;1972;2006;Hip;CompShg;Plywood;Plywood;TA;CBlock;1161.0;GasA;1381;0;1381;1;1;3;1;5;1;Attchd;1972.0;2.0;676.0;0;0;0;0;0;;;0;3;2010;197500
117;534176230;RL;80.0;9600;Pave;Inside;NWAmes;1Fam;2Story;6;6;1971;1971;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;715.0;GasA;930;715;1645;1;2;4;1;7;0;Attchd;1971.0;2.0;441.0;78;0;0;0;0;GdWo;;0;6;2010;171000
118;534202160;RL;80.0;9600;Pave;Inside;NAmes;1Fam;1Story;5;5;1966;1966;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;1232.0;GasA;1232;0;1232;1;1;3;1;6;0;Attchd;1966.0;2.0;490.0;224;0;0;0;0;;;0;4;2010;142250
119;534251320;RL;;9790;Pave;Inside;NWAmes;1Fam;1Story;6;5;1963;1963;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1328.0;GasA;1328;0;1328;1;1;3;1;6;2;Attchd;1963.0;2.0;528.0;26;0;0;0;0;;;0;6;2010;143000
120;534276360;RL;77.0;9320;Pave;Inside;NAmes;1Fam;1Story;4;5;1959;1959;Gable;CompShg;Plywood;Plywood;TA;CBlock;950.0;GasA;1225;0;1225;1;1;3;1;6;0;;;0.0;0.0;0;0;0;0;0;;Shed;400;1;2010;128950
121;534401110;RL;90.0;9900;Pave;Corner;NAmes;1Fam;1Story;5;5;1966;1966;Hip;CompShg;HdBoard;HdBoard;TA;PConc;1209.0;GasA;1209;0;1209;1;0;3;1;6;0;Attchd;1966.0;2.0;504.0;0;120;0;0;0;;;0;4;2010;159000
122;534401140;RL;88.0;9680;Pave;Inside;NAmes;1Fam;1Story;5;6;1967;1967;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;1510.0;GasA;1510;0;1510;2;0;3;1;6;0;Attchd;1967.0;2.0;517.0;40;0;0;204;0;GdPrv;;0;4;2010;178900
123;534403360;RL;;10600;Pave;Inside;NAmes;1Fam;SLvl;6;5;1964;1964;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;533.0;GasA;1131;644;1775;2;0;3;1;8;0;Attchd;1964.0;2.0;480.0;172;0;0;0;0;;;0;5;2010;136300
124;534403410;RL;;14112;Pave;Corner;NAmes;1Fam;SLvl;5;7;1964;1964;Hip;CompShg;Wd Sdng;HdBoard;TA;PConc;1152.0;GasA;1152;0;1152;1;0;3;1;6;1;Attchd;1964.0;2.0;484.0;0;0;0;0;0;;;0;4;2010;180500
125;534425310;RL;80.0;8800;Pave;Inside;NAmes;1Fam;SFoyer;6;7;1963;1963;Gable;CompShg;MetalSd;MetalSd;TA;PConc;936.0;GasA;1054;0;1054;1;0;3;1;6;0;Attchd;1963.0;2.0;480.0;0;0;0;0;0;MnPrv;;0;5;2010;137500
126;534427010;RL;98.0;13260;Pave;Inside;NAmes;Duplex;1Story;5;6;1962;2001;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1728.0;GasA;1728;0;1728;2;0;6;2;10;0;;;0.0;0.0;0;0;0;0;0;;;0;1;2010;84900
127;534430080;RL;68.0;9717;Pave;Inside;NAmes;1Fam;1Story;5;6;1950;1996;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1078.0;GasA;1078;0;1078;1;0;2;1;5;0;Attchd;1950.0;1.0;240.0;0;112;0;0;0;;;0;4;2010;142125
128;534431050;RL;68.0;9724;Pave;Inside;NAmes;1Fam;1.5Fin;5;7;1952;2002;Gable;CompShg;MetalSd;MetalSd;Gd;CBlock;1140.0;GasA;1929;532;2461;2;0;3;1;7;2;Detchd;1994.0;2.0;400.0;0;0;0;0;0;GdWo;;0;3;2010;197600
129;534431070;RL;120.0;17360;Pave;Corner;NAmes;1Fam;1.5Fin;6;6;1949;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;782.0;GasA;1019;537;1556;2;0;3;1;6;1;Attchd;1949.0;2.0;470.0;0;150;0;0;0;;;0;1;2010;172500
130;534450180;RL;50.0;7207;Pave;Inside;BrkSide;1Fam;1Story;5;7;1958;2008;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;858.0;GasA;858;0;858;1;0;2;1;4;0;;;0.0;0.0;0;0;0;0;0;;;0;2;2010;116500
131;534451150;RL;55.0;5350;Pave;Inside;BrkSide;1Fam;1Story;3;2;1940;1966;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;728.0;GasA;1306;0;1306;1;0;3;1;6;0;;;0.0;0.0;0;0;0;0;0;GdWo;Shed;450;5;2010;76500
132;534475100;RL;80.0;9920;Pave;Inside;NAmes;1Fam;1Story;5;5;1954;1954;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1056.0;GasA;1063;0;1063;1;0;3;1;6;0;Attchd;1954.0;1.0;280.0;0;164;0;0;0;MnPrv;;0;2;2010;128000
133;534476260;RL;80.0;9600;Pave;Inside;NAmes;1Fam;SLvl;6;6;1955;1972;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;1156.0;GasA;1520;0;1520;1;0;3;1;7;2;Basment;1955.0;1.0;364.0;0;189;0;0;0;;;0;3;2010;153000
134;534479320;RL;78.0;7800;Pave;Inside;NAmes;1Fam;1Story;5;6;1954;1954;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1268.0;GasA;1268;0;1268;1;0;2;1;7;1;Attchd;1954.0;1.0;244.0;98;0;0;0;0;;;0;3;2010;132000
135;535101020;RL;75.0;11380;Pave;Inside;NAmes;1Fam;SFoyer;6;8;1966;2008;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1080.0;GasA;1128;0;1128;1;0;2;1;5;1;Attchd;1966.0;1.0;315.0;0;0;0;0;0;;Shed;1500;1;2010;178000
136;535106190;RL;80.0;11600;Pave;Corner;NAmes;Duplex;2Story;5;5;1960;1960;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1105.0;GasA;1105;1169;2274;2;0;5;2;12;0;Detchd;1960.0;2.0;480.0;0;0;0;0;0;;;0;1;2010;154300
137;535125010;RL;;19900;Pave;Inside;NAmes;1Fam;1Story;7;5;1970;1989;Gable;CompShg;Plywood;Plywood;TA;CBlock;1947.0;GasA;2207;0;2207;2;0;3;1;7;1;Attchd;1970.0;2.0;576.0;0;0;0;0;0;;;0;7;2010;180000
138;535126040;RL;137.0;16492;Pave;Corner;NAmes;1Fam;1Story;6;6;1966;2002;Gable;CompShg;BrkFace;Plywood;Gd;CBlock;1517.0;GasA;1888;0;1888;2;1;2;1;6;1;Attchd;1966.0;2.0;578.0;0;0;0;0;0;;;0;6;2010;190000
139;535152010;RL;70.0;8267;Pave;Corner;NAmes;Duplex;1Story;5;5;1958;1958;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1604.0;GasA;1604;0;1604;2;0;4;2;8;0;Attchd;1958.0;2.0;576.0;0;0;0;0;0;;;0;3;2010;135000
140;535152050;RL;70.0;8197;Pave;Inside;NAmes;1Fam;1Story;7;5;2003;2009;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1480.0;GasA;1480;0;1480;2;0;3;1;7;0;Attchd;2003.0;2.0;620.0;73;0;0;0;0;MnPrv;Shed;300;2;2010;214000
141;535152130;RL;;8050;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1143.0;GasA;1143;0;1143;1;0;3;1;6;0;Attchd;1959.0;1.0;308.0;0;0;0;0;0;GdPrv;;0;5;2010;136000
142;535152150;RL;70.0;10552;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;1398.0;GasA;1700;0;1700;1;1;4;1;6;1;Attchd;1959.0;2.0;447.0;38;0;0;0;0;;;0;4;2010;165500
143;535152250;RL;70.0;8400;Pave;Inside;NAmes;1Fam;1Story;5;6;1957;1957;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1314.0;GasA;1314;0;1314;1;0;3;1;5;0;Attchd;1957.0;1.0;294.0;0;0;0;0;0;;;0;6;2010;145000
144;535153070;RL;73.0;8760;Pave;Inside;NAmes;1Fam;1Story;6;6;1959;1959;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1194.0;GasA;1194;0;1194;1;0;3;1;6;0;Attchd;1959.0;1.0;312.0;0;120;0;0;0;;;0;4;2010;148000
145;535154050;RL;;12160;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Hip;CompShg;Plywood;Plywood;TA;CBlock;1188.0;GasA;1188;0;1188;1;0;3;1;6;0;Attchd;1959.0;2.0;531.0;0;0;0;0;0;MnPrv;;0;5;2010;142000
146;535175070;RL;73.0;9300;Pave;Inside;NAmes;1Fam;1Story;5;5;1960;1960;Gable;CompShg;MetalSd;HdBoard;TA;CBlock;1268.0;GasA;1264;0;1264;1;0;3;1;6;2;Attchd;1960.0;2.0;461.0;0;0;0;143;0;;;0;4;2010;167500
147;535175180;RL;87.0;10725;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1206.0;GasA;1206;0;1206;1;0;3;1;6;0;Attchd;1959.0;1.0;312.0;21;0;0;0;0;;;0;5;2010;108538
148;535179020;RL;80.0;10032;Pave;Inside;NAmes;1Fam;1Story;6;5;1959;1959;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1244.0;GasA;1580;0;1580;1;1;3;1;6;2;Attchd;1956.0;2.0;440.0;28;0;0;160;0;GdWo;;0;6;2010;159500
149;535180130;RL;60.0;8382;Pave;Inside;NAmes;1Fam;1.5Fin;4;5;1956;1956;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;832.0;GasA;832;505;1337;1;0;3;1;5;0;Attchd;1956.0;1.0;263.0;0;0;0;0;0;;;0;2;2010;108000
150;535302080;RL;60.0;10950;Pave;Inside;NAmes;1Fam;1Story;5;7;1952;1952;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;864.0;GasA;1064;0;1064;1;0;2;1;4;0;Detchd;1952.0;1.0;318.0;0;0;0;0;0;;;0;5;2010;135000
151;535302200;RL;119.0;10895;Pave;Corner;NAmes;1Fam;1Story;5;6;1955;1955;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;972.0;GasA;972;0;972;1;0;3;1;5;0;Attchd;1955.0;1.0;305.0;0;205;0;0;0;GdWo;;0;6;2010;122500
152;535304060;RL;70.0;13587;Pave;Inside;NAmes;2fmCon;1Story;5;5;1958;1958;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;988.0;GasA;988;0;988;1;0;2;1;5;0;Attchd;1958.0;1.0;264.0;0;0;0;0;0;;;0;4;2010;119000
153;535304180;RL;68.0;7922;Pave;Inside;NAmes;1Fam;1Story;5;7;1953;2007;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1057.0;GasA;1057;0;1057;1;0;3;1;5;0;Detchd;1953.0;1.0;246.0;52;0;0;0;0;;;0;1;2010;109000
154;535325400;RL;65.0;7898;Pave;Corner;NAmes;1Fam;1Story;4;7;1920;1994;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;576.0;GasA;985;0;985;1;0;2;1;4;0;Detchd;1989.0;2.0;676.0;0;0;0;0;0;;;0;4;2010;105000
155;535327140;RL;60.0;7200;Pave;Inside;NAmes;1Fam;1Story;5;7;1955;2007;Gable;CompShg;VinylSd;VinylSd;TA;Slab;0.0;GasA;827;0;827;1;0;2;1;5;1;Detchd;1967.0;1.0;392.0;0;0;0;0;0;;;0;4;2010;107500
156;535350030;RL;85.0;10200;Pave;Inside;NAmes;1Fam;1Story;5;7;1954;2003;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1086.0;GasA;1086;0;1086;1;0;3;1;6;0;Attchd;1989.0;2.0;490.0;0;0;0;0;0;GdWo;;0;5;2010;144900
157;535350040;RL;74.0;5868;Pave;Inside;NAmes;1Fam;1Story;5;7;1956;2000;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;936.0;GasA;936;0;936;1;0;2;1;4;0;Attchd;1956.0;1.0;308.0;0;80;0;160;0;;;0;5;2010;129000
158;535353190;RL;78.0;17503;Pave;Inside;NAmes;1Fam;1.5Fin;6;5;1948;1950;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;912.0;GasA;912;546;1458;1;0;3;1;6;1;Attchd;1948.0;1.0;330.0;0;0;0;0;0;;;0;1;2010;97500
159;535377090;RL;64.0;6979;Pave;Inside;OldTown;Duplex;SFoyer;6;5;1980;1980;Gable;CompShg;Plywood;Plywood;TA;CBlock;1056.0;GasA;1056;0;1056;0;0;0;2;4;0;Detchd;1980.0;2.0;576.0;56;0;0;0;0;GdPrv;Shed;600;6;2010;144000
160;535401080;RL;;9830;Pave;Corner;NAmes;1Fam;1Story;5;7;1959;2006;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1063.0;GasA;1287;0;1287;1;0;3;1;7;1;Detchd;1997.0;2.0;576.0;17;0;0;182;0;;;0;3;2010;162000
161;535425010;RL;96.0;11275;Pave;Corner;NAmes;1Fam;SLvl;7;7;1967;2007;Mansard;WdShake;Wd Sdng;Wd Sdng;Gd;CBlock;710.0;GasA;1898;1080;2978;2;1;5;1;11;1;BuiltIn;1961.0;2.0;564.0;0;0;0;0;0;;;0;6;2010;242000
162;535450210;RL;60.0;8064;Pave;Inside;NAmes;1Fam;1.5Fin;6;8;1948;2004;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;816.0;GasA;816;408;1224;1;0;3;1;5;0;Detchd;1950.0;1.0;280.0;0;0;0;0;0;GdWo;;0;5;2010;132000
163;535453070;RL;75.0;7500;Pave;Inside;NAmes;1Fam;1Story;5;7;1959;1994;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;1246.0;GasA;1246;0;1246;1;1;3;1;6;0;Attchd;1959.0;1.0;305.0;0;0;0;0;0;GdPrv;;0;5;2010;154000
164;535454070;RL;71.0;8520;Pave;Corner;NAmes;1Fam;1.5Fin;5;4;1952;1952;Gable;CompShg;BrkFace;Wd Sdng;TA;CBlock;910.0;GasA;910;475;1385;2;0;4;1;6;0;Detchd;2000.0;2.0;720.0;0;0;0;0;0;MnPrv;;0;6;2010;166000
165;535456110;RL;60.0;7200;Pave;Corner;NAmes;1Fam;1Story;5;7;1951;2000;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;900.0;GasA;900;0;900;1;0;3;1;5;0;Detchd;2005.0;2.0;576.0;32;0;0;0;0;;;0;5;2010;134800
166;535457010;RL;87.0;10000;Pave;Corner;NAmes;1Fam;1Story;6;6;1962;1962;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1116.0;GasA;1116;0;1116;1;1;3;1;5;0;Attchd;1962.0;2.0;440.0;0;0;0;385;0;;;0;2;2010;160000
167;535457090;RL;81.0;7635;Pave;Corner;NAmes;1Fam;1Story;5;6;1960;1960;Gable;CompShg;BrkFace;Wd Sdng;TA;CBlock;1175.0;GasA;1175;0;1175;1;1;3;1;6;0;Detchd;1960.0;2.0;484.0;0;0;0;0;0;;;0;6;2010;148000
168;535476350;RL;80.0;9760;Pave;Inside;NAmes;1Fam;1Story;6;7;1963;1984;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1395.0;GasA;1395;0;1395;1;0;2;1;7;1;Attchd;1963.0;2.0;440.0;0;113;0;240;0;;;0;5;2010;192000
169;535477020;RL;70.0;7700;Pave;Inside;NAmes;1Fam;2Story;6;5;1966;1966;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;756.0;GasA;1051;788;1839;1;1;4;1;7;1;Attchd;1966.0;2.0;442.0;124;216;0;0;0;;;0;6;2010;155000
170;902102100;RM;60.0;4800;Pave;Corner;OldTown;1Fam;1.5Fin;4;5;1900;1954;Hip;CompShg;Wd Sdng;Wd Sdng;TA;PConc;709.0;GasA;1157;687;1844;1;0;3;1;9;2;Basment;1900.0;1.0;240.0;0;0;0;0;0;;;0;1;2010;80400
171;902104060;RM;55.0;8800;Pave;Corner;OldTown;1Fam;1.5Fin;4;7;1910;2004;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;576.0;GasA;792;348;1140;1;0;3;1;7;0;;;0.0;0.0;160;0;0;0;0;;;0;6;2010;96500
172;902106130;RM;56.0;4485;Pave;Inside;OldTown;1Fam;1Story;5;7;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;936.0;GasA;936;0;936;1;0;2;1;5;1;;;0.0;0.0;0;135;0;0;0;MnPrv;;0;5;2010;109500
173;902106140;RM;56.0;8960;Pave;Inside;OldTown;1Fam;1Story;5;6;1927;1950;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;1008.0;GasA;1028;0;1028;1;0;2;1;5;1;Detchd;1927.0;2.0;360.0;0;130;0;0;0;;;0;3;2010;115000
174;902110090;RM;69.0;5805;Pave;Inside;OldTown;1Fam;1Story;5;7;1957;1957;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1347.0;GasA;1347;0;1347;1;0;3;1;6;0;Detchd;1957.0;2.0;551.0;0;0;0;0;0;;;0;6;2010;143000
175;902125080;RM;60.0;5790;Pave;Corner;OldTown;1Fam;2Story;3;6;1915;1950;Gambrel;CompShg;VinylSd;VinylSd;Gd;CBlock;840.0;GasA;840;765;1605;2;0;3;2;8;0;Detchd;1915.0;1.0;379.0;0;202;0;0;0;;;0;5;2010;107400
176;902125160;RM;47.0;4608;Pave;Corner;OldTown;1Fam;1Story;4;6;1945;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;747.0;GasA;747;0;747;1;0;2;1;4;0;Attchd;1945.0;1.0;220.0;0;0;0;0;0;;;0;6;2010;80000
177;902128170;RM;60.0;7200;Pave;Corner;OldTown;1Fam;1Story;5;7;1940;1992;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;788.0;GasA;804;0;804;1;0;2;1;4;2;Attchd;1940.0;1.0;240.0;0;154;0;0;0;MnPrv;;0;2;2010;119000
178;902206040;RM;50.0;5500;Pave;Corner;OldTown;1Fam;1.5Fin;5;7;1929;2001;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;926.0;GasA;926;0;1316;1;0;3;1;6;0;Detchd;1974.0;2.0;484.0;0;0;0;0;0;;;0;4;2010;130000
179;902206130;RM;50.0;6900;Pave;Corner;OldTown;1Fam;1.5Fin;6;7;1938;2000;Gable;CompShg;MetalSd;MetalSd;TA;PConc;827.0;GasA;827;424;1251;1;0;3;1;6;0;Detchd;1938.0;1.0;240.0;0;0;0;0;0;;;0;1;2010;119000
180;902206220;RM;69.0;11851;Pave;Inside;OldTown;1Fam;1.5Fin;5;7;1948;2009;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;1027.0;GasA;1027;606;1633;1;0;3;1;7;1;Detchd;1948.0;1.0;240.0;100;126;0;0;0;;;0;6;2010;129000
181;902206240;RM;;8239;Pave;Inside;OldTown;1Fam;1.5Fin;5;6;1920;1962;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1008.0;GasA;1060;185;1245;1;0;3;1;6;0;Detchd;1962.0;1.0;315.0;0;334;0;0;0;;;0;3;2010;100000
182;902207130;RM;68.0;9656;Pave;Inside;OldTown;1Fam;1Story;2;2;1923;1970;Gable;CompShg;AsbShng;AsbShng;TA;BrkTil;678.0;GasA;832;0;832;1;0;2;1;5;1;Detchd;1928.0;2.0;780.0;0;0;0;0;0;;;0;6;2010;12789
183;902207140;RM;60.0;8520;Pave;Inside;OldTown;1Fam;1Story;6;8;1928;2003;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;624.0;GasA;720;0;720;1;0;2;1;5;0;Detchd;2005.0;2.0;484.0;0;0;0;0;0;;;0;5;2010;105900
